commune,population,région
Ménil-sur-Saulx,258,Grand Est
Merles-sur-Loison,153,Grand Est
Milly-sur-Bradon,152,Grand Est
Mogeville,76,Grand Est
Mognéville,379,Grand Est
Moirey-Flabas-Crépion,126,Grand Est
Montblainville,60,Grand Est
Montbras,22,Grand Est
Mont-devant-Sassey,103,Grand Est
Montfaucon-d'Argonne,300,Grand Est
Les Monthairons,342,Grand Est
Montiers-sur-Saulx,371,Grand Est
Montigny-devant-Sassey,118,Grand Est
Montigny-lès-Vaucouleurs,76,Grand Est
Montmédy,2124,Grand Est
Montplonne,160,Grand Est
Montsec,80,Grand Est
Montzéville,156,Grand Est
Moranville,105,Grand Est
Morgemoulin,111,Grand Est
Chanteraine,192,Grand Est
Morley,208,Grand Est
Mouilly,110,Grand Est
Moulainville,128,Grand Est
Moulins-Saint-Hubert,184,Grand Est
Moulotte,91,Grand Est
Mouzay,688,Grand Est
Murvaux,144,Grand Est
Val-d'Ornain,1042,Grand Est
Muzeray,141,Grand Est
Naives-en-Blois,155,Grand Est
Naives-Rosières,821,Grand Est
Naix-aux-Forges,229,Grand Est
Nançois-le-Grand,79,Grand Est
Nançois-sur-Ornain,376,Grand Est
Nant-le-Grand,87,Grand Est
Nant-le-Petit,76,Grand Est
Nantillois,64,Grand Est
Nantois,90,Grand Est
Nepvant,94,Grand Est
Nettancourt,243,Grand Est
Le Neufour,68,Grand Est
Neuville-en-Verdunois,53,Grand Est
Neuville-lès-Vaucouleurs,165,Grand Est
Neuville-sur-Ornain,374,Grand Est
Neuvilly-en-Argonne,217,Grand Est
Nicey-sur-Aire,130,Grand Est
Nixéville-Blercourt,509,Grand Est
Nonsard-Lamarche,224,Grand Est
Nouillonpont,245,Grand Est
Noyers-Auzécourt,280,Grand Est
Nubécourt,253,Grand Est
Olizy-sur-Chiers,204,Grand Est
Ornes,7,Grand Est
Osches,62,Grand Est
Ourches-sur-Meuse,228,Grand Est
Pagny-la-Blanche-Côte,238,Grand Est
Pagny-sur-Meuse,1022,Grand Est
Pareid,119,Grand Est
Parfondrupt,43,Grand Est
Les Paroches,425,Grand Est
Peuvillers,64,Grand Est
Pierrefitte-sur-Aire,325,Grand Est
Pillon,256,Grand Est
Pintheville,114,Grand Est
Pont-sur-Meuse,135,Grand Est
Pouilly-sur-Meuse,179,Grand Est
Pretz-en-Argonne,66,Grand Est
Quincy-Landzécourt,138,Grand Est
Rambluzin-et-Benoite-Vaux,100,Grand Est
Rambucourt,190,Grand Est
Rancourt-sur-Ornain,181,Grand Est
Ranzières,88,Grand Est
Rarécourt,233,Grand Est
Récicourt,159,Grand Est
Récourt-le-Creux,77,Grand Est
Reffroy,80,Grand Est
Regnéville-sur-Meuse,52,Grand Est
Rembercourt-Sommaisne,326,Grand Est
Remennecourt,48,Grand Est
Remoiville,133,Grand Est
Resson,397,Grand Est
Revigny-sur-Ornain,2838,Grand Est
Réville-aux-Bois,127,Grand Est
Riaville,49,Grand Est
Ribeaucourt,68,Grand Est
Richecourt,57,Grand Est
Rigny-la-Salle,367,Grand Est
Rigny-Saint-Martin,51,Grand Est
Robert-Espagne,794,Grand Est
Les Roises,28,Grand Est
Romagne-sous-les-Côtes,125,Grand Est
Romagne-sous-Montfaucon,190,Grand Est
Ronvaux,102,Grand Est
Raival,250,Grand Est
Rouvres-en-Woëvre,597,Grand Est
Rouvrois-sur-Meuse,212,Grand Est
Rouvrois-sur-Othain,198,Grand Est
Rumont,90,Grand Est
Rupt-aux-Nonains,377,Grand Est
Rupt-devant-Saint-Mihiel,45,Grand Est
Rupt-en-Woëvre,288,Grand Est
Rupt-sur-Othain,47,Grand Est
Saint-Amand-sur-Ornain,53,Grand Est
Saint-André-en-Barrois,66,Grand Est
Saint-Aubin-sur-Aire,178,Grand Est
Saint-Germain-sur-Meuse,231,Grand Est
Saint-Hilaire-en-Woëvre,191,Grand Est
Saint-Jean-lès-Buzy,380,Grand Est
Saint-Joire,239,Grand Est
Saint-Julien-sous-les-Côtes,142,Grand Est
Saint-Laurent-sur-Othain,470,Grand Est
Saint-Maurice-sous-les-Côtes,346,Grand Est
Saint-Mihiel,4070,Grand Est
Saint-Pierrevillers,155,Grand Est
Saint-Remy-la-Calonne,102,Grand Est
Salmagne,294,Grand Est
Sampigny,709,Grand Est
Samogneux,99,Grand Est
Sassey-sur-Meuse,91,Grand Est
Saudrupt,195,Grand Est
Saulmory-Villefranche,82,Grand Est
Saulvaux,121,Grand Est
Saulx-lès-Champlon,123,Grand Est
Sauvigny,230,Grand Est
Sauvoy,65,Grand Est
Savonnières-devant-Bar,482,Grand Est
Savonnières-en-Perthois,417,Grand Est
Seigneulles,163,Grand Est
Senon,329,Grand Est
Senoncourt-les-Maujouy,105,Grand Est
Septsarges,47,Grand Est
Sepvigny,71,Grand Est
Seuzey,90,Grand Est
Silmont,151,Grand Est
Sivry-la-Perche,281,Grand Est
Sivry-sur-Meuse,338,Grand Est
Sommedieue,999,Grand Est
Sommeilles,189,Grand Est
Sommelonne,439,Grand Est
Sorbey,243,Grand Est
Sorcy-Saint-Martin,1074,Grand Est
Les Souhesmes-Rampont,322,Grand Est
Souilly,457,Grand Est
Spincourt,837,Grand Est
Stainville,392,Grand Est
Stenay,2623,Grand Est
Taillancourt,126,Grand Est
Tannois,410,Grand Est
Thierville-sur-Meuse,3263,Grand Est
Thillombois,31,Grand Est
Thillot,216,Grand Est
Thonne-la-Long,364,Grand Est
Thonne-le-Thil,281,Grand Est
Thonne-les-Près,132,Grand Est
Thonnelle,121,Grand Est
Tilly-sur-Meuse,283,Grand Est
Trémont-sur-Saulx,615,Grand Est
Trésauvaux,69,Grand Est
Tréveray,559,Grand Est
Seuil-d'Argonne,516,Grand Est
Cousances-lès-Triconville,147,Grand Est
Tronville-en-Barrois,1360,Grand Est
Troussey,488,Grand Est
Troyon,236,Grand Est
Ugny-sur-Meuse,113,Grand Est
Vacherauville,192,Grand Est
Vadelaincourt,76,Grand Est
Vadonville,267,Grand Est
Varennes-en-Argonne,646,Grand Est
Varnéville,50,Grand Est
Valbois,93,Grand Est
Vassincourt,304,Grand Est
Vaubecourt,318,Grand Est
Vaucouleurs,1953,Grand Est
Vaudeville-le-Haut,53,Grand Est
Vaudoncourt,90,Grand Est
Vauquois,21,Grand Est
Douaumont-Vaux,79,Grand Est
Vaux-lès-Palameix,62,Grand Est
Vavincourt,536,Grand Est
Velaines,943,Grand Est
Velosnes,149,Grand Est
Verdun,17846,Grand Est
Verneuil-Grand,215,Grand Est
Verneuil-Petit,118,Grand Est
Véry,90,Grand Est
Vigneulles-lès-Hattonchâtel,1658,Grand Est
Vigneul-sous-Montmédy,85,Grand Est
Vignot,1319,Grand Est
Villécloye,282,Grand Est
Ville-devant-Belrain,33,Grand Est
Ville-devant-Chaumont,50,Grand Est
Ville-en-Woëvre,124,Grand Est
Villeroy-sur-Méholle,54,Grand Est
Villers-aux-Vents,134,Grand Est
Villers-devant-Dun,52,Grand Est
Villers-le-Sec,126,Grand Est
Villers-lès-Mangiennes,79,Grand Est
Villers-sous-Pareid,80,Grand Est
Villers-sur-Meuse,304,Grand Est
Ville-sur-Cousances,144,Grand Est
Ville-sur-Saulx,282,Grand Est
Villotte-devant-Louppy,170,Grand Est
Villotte-sur-Aire,219,Grand Est
Vilosnes-Haraumont,240,Grand Est
Vittarville,90,Grand Est
Void-Vacon,1650,Grand Est
Vouthon-Bas,45,Grand Est
Vouthon-Haut,89,Grand Est
Waly,59,Grand Est
Warcq,193,Grand Est
Watronville,101,Grand Est
Wavrille,53,Grand Est
Willeroncourt,107,Grand Est
Wiseppe,90,Grand Est
Woël,208,Grand Est
Woimbey,128,Grand Est
Xivray-et-Marvoisin,114,Grand Est
Allaire,4008,Bretagne
Ambon,2095,Bretagne
Arradon,5699,Bretagne
Arzal,1731,Bretagne
Arzon,2305,Bretagne
Augan,1553,Bretagne
Auray,14571,Bretagne
Baden,4545,Bretagne
Bangor,1038,Bretagne
Baud,6427,Bretagne
Béganne,1416,Bretagne
Beignon,1998,Bretagne
Belz,3845,Bretagne
Berné,1679,Bretagne
Berric,2126,Bretagne
Bignan,2821,Bretagne
Billiers,1063,Bretagne
Billio,342,Bretagne
Bohal,865,Bretagne
Brandérion,1492,Bretagne
Brandivy,1377,Bretagne
Brech,7078,Bretagne
Bréhan,2324,Bretagne
Brignac,198,Bretagne
Bubry,2346,Bretagne
Buléon,549,Bretagne
Caden,1616,Bretagne
Calan,1272,Bretagne
Camoël,1104,Bretagne
Camors,3144,Bretagne
Campénéac,1951,Bretagne
Carentoir,3120,Bretagne
Carnac,4337,Bretagne
Caro,1172,Bretagne
Caudan,7298,Bretagne
La Chapelle-Neuve,1006,Bretagne
Cléguer,3371,Bretagne
Cléguérec,2923,Bretagne
Colpo,2262,Bretagne
Concoret,767,Bretagne
Cournon,827,Bretagne
Le Cours,684,Bretagne
Crach,3501,Bretagne
Crédin,1546,Bretagne
Le Croisty,735,Bretagne
La Croix-Helléan,908,Bretagne
Cruguel,665,Bretagne
Damgan,1937,Bretagne
Elven,6514,Bretagne
Erdeven,4053,Bretagne
Étel,2233,Bretagne
Évriguet,209,Bretagne
Le Faouët,2856,Bretagne
Férel,3433,Bretagne
Les Fougerêts,982,Bretagne
La Gacilly,4079,Bretagne
Gâvres,698,Bretagne
Gestel,2698,Bretagne
Gourhel,774,Bretagne
Gourin,3935,Bretagne
Grand-Champ,5754,Bretagne
La Grée-Saint-Laurent,318,Bretagne
Groix,2303,Bretagne
Guégon,2313,Bretagne
Guéhenno,808,Bretagne
Gueltas,521,Bretagne
Guémené-sur-Scorff,1074,Bretagne
Guénin,1886,Bretagne
Guer,6378,Bretagne
Guern,1349,Bretagne
Le Guerno,1017,Bretagne
Guidel,12037,Bretagne
Guillac,1398,Bretagne
Guilliers,1444,Bretagne
Guiscriff,2138,Bretagne
Helléan,390,Bretagne
Hennebont,16300,Bretagne
Le Hézo,872,Bretagne
Hœdic,99,Bretagne
Île-d'Houat,222,Bretagne
Île-aux-Moines,645,Bretagne
Île-d'Arz,263,Bretagne
Inguiniel,2247,Bretagne
Inzinzac-Lochrist,6669,Bretagne
Josselin,2613,Bretagne
Kerfourn,844,Bretagne
Kergrist,742,Bretagne
Kervignac,7074,Bretagne
Landaul,2479,Bretagne
Landévant,4084,Bretagne
Lanester,23421,Bretagne
Langoëlan,393,Bretagne
Langonnet,1760,Bretagne
Languidic,8204,Bretagne
Forges de Lanouée,2199,Bretagne
Lantillac,300,Bretagne
Lanvaudan,814,Bretagne
Lanvénégen,1160,Bretagne
Larmor-Baden,889,Bretagne
Larmor-Plage,8522,Bretagne
Larré,1098,Bretagne
Lauzach,1204,Bretagne
Lignol,864,Bretagne
Limerzel,1334,Bretagne
Lizio,755,Bretagne
Locmalo,924,Bretagne
Locmaria,992,Bretagne
Locmaria-Grand-Champ,1782,Bretagne
Locmariaquer,1588,Bretagne
Locminé,4815,Bretagne
Locmiquélic,4167,Bretagne
Locoal-Mendon,3566,Bretagne
Locqueltas,1961,Bretagne
Lorient,58881,Bretagne
Loyat,1709,Bretagne
Malansac,2242,Bretagne
Malestroit,2564,Bretagne
Malguénac,1904,Bretagne
Marzan,2498,Bretagne
Mauron,3247,Bretagne
Melrand,1544,Bretagne
Ménéac,1545,Bretagne
Merlevenez,3291,Bretagne
Meslan,1467,Bretagne
Meucon,2323,Bretagne
Missiriac,1201,Bretagne
Mohon,993,Bretagne
Molac,1653,Bretagne
Monteneuf,770,Bretagne
Monterblanc,3389,Bretagne
Montertelot,372,Bretagne
Moréac,3798,Bretagne
Moustoir-Ac,1765,Bretagne
Muzillac,5181,Bretagne
Évellys,3525,Bretagne
Néant-sur-Yvel,1146,Bretagne
Neulliac,1454,Bretagne
Nivillac,4844,Bretagne
Nostang,1640,Bretagne
Noyal-Muzillac,2571,Bretagne
Noyal-Pontivy,3714,Bretagne
Le Palais,2589,Bretagne
Péaule,2770,Bretagne
Peillac,1889,Bretagne
Pénestin,2051,Bretagne
Persquen,357,Bretagne
Plaudren,2011,Bretagne
Plescop,6367,Bretagne
Pleucadeuc,1862,Bretagne
Pleugriffet,1310,Bretagne
Ploemel,3122,Bretagne
Ploemeur,19185,Bretagne
Ploërdut,1252,Bretagne
Ploeren,6893,Bretagne
Ploërmel,10348,Bretagne
Plouay,5930,Bretagne
Plougoumelen,2684,Bretagne
Plouharnel,2292,Bretagne
Plouhinec,5487,Bretagne
Plouray,1075,Bretagne
Pluherlin,1547,Bretagne
Plumelec,2753,Bretagne
Pluméliau-Bieuzy,4430,Bretagne
Plumelin,2823,Bretagne
Plumergat,4286,Bretagne
Pluneret,6166,Bretagne
Pluvigner,7798,Bretagne
Pontivy,16030,Bretagne
Pont-Scorff,3985,Bretagne
Porcaro,755,Bretagne
Port-Louis,2774,Bretagne
Priziac,1145,Bretagne
Questembert,8219,Bretagne
Quéven,9051,Bretagne
Quiberon,4756,Bretagne
Quistinic,1442,Bretagne
Radenac,1086,Bretagne
Réguiny,2017,Bretagne
Réminiac,436,Bretagne
Riantec,5946,Bretagne
Rieux,2936,Bretagne
La Roche-Bernard,707,Bretagne
Rochefort-en-Terre,650,Bretagne
Val d'Oust,2860,Bretagne
Rohan,1642,Bretagne
Roudouallec,716,Bretagne
Ruffiac,1412,Bretagne
Le Saint,597,Bretagne
Saint-Abraham,543,Bretagne
Saint-Aignan,643,Bretagne
Saint-Allouestre,638,Bretagne
Saint-Armel,895,Bretagne
Saint-Avé,12195,Bretagne
Saint-Barthélemy,1171,Bretagne
Saint-Brieuc-de-Mauron,310,Bretagne
Sainte-Brigitte,187,Bretagne
Saint-Caradec-Trégomel,485,Bretagne
Saint-Congard,815,Bretagne
Saint-Dolay,2620,Bretagne
Saint-Gérand-Croixanvec,1348,Bretagne
Saint-Gildas-de-Rhuys,1574,Bretagne
Saint-Gonnery,1124,Bretagne
Saint-Gorgon,403,Bretagne
Saint-Gravé,721,Bretagne
Saint-Guyomard,1430,Bretagne
Sainte-Hélène,1303,Bretagne
Saint-Jacut-les-Pins,1825,Bretagne
Saint-Jean-Brévelay,3001,Bretagne
Saint-Jean-la-Poterie,1512,Bretagne
Saint-Laurent-sur-Oust,399,Bretagne
Saint-Léry,216,Bretagne
Saint-Malo-de-Beignon,566,Bretagne
Saint-Malo-des-Trois-Fontaines,611,Bretagne
Saint-Marcel,1161,Bretagne
Saint-Martin-sur-Oust,1316,Bretagne
Saint-Nicolas-du-Tertre,474,Bretagne
Saint-Nolff,4019,Bretagne
Saint-Perreux,1108,Bretagne
Saint-Philibert,1568,Bretagne
Saint-Pierre-Quiberon,2193,Bretagne
Saint-Servant,820,Bretagne
Saint-Thuriau,1945,Bretagne
Saint-Tugdual,381,Bretagne
Saint-Vincent-sur-Oust,1626,Bretagne
Sarzeau,9045,Bretagne
Sauzon,1032,Bretagne
Séglien,663,Bretagne
Séné,9189,Bretagne
Sérent,3223,Bretagne
Silfiac,491,Bretagne
Le Sourn,2167,Bretagne
Sulniac,3889,Bretagne
Surzur,5000,Bretagne
Taupont,2323,Bretagne
Théhillac,613,Bretagne
Theix-Noyalo,8625,Bretagne
Le Tour-du-Parc,1219,Bretagne
Tréal,665,Bretagne
Trédion,1345,Bretagne
Treffléan,2507,Bretagne
Tréhorenteuc,113,Bretagne
La Trinité-Porhoët,683,Bretagne
La Trinité-sur-Mer,1731,Bretagne
La Trinité-Surzur,1760,Bretagne
Vannes,56018,Bretagne
La Vraie-Croix,1504,Bretagne
Bono,2609,Bretagne
Sainte-Anne-d'Auray,2938,Bretagne
Kernascléden,404,Bretagne
Aboncourt,327,Grand Est
Aboncourt-sur-Seille,67,Grand Est
Abreschviller,1437,Grand Est
Achain,80,Grand Est
Achen,1011,Grand Est
Adaincourt,132,Grand Est
Adelange,210,Grand Est
Ajoncourt,105,Grand Est
Alaincourt-la-Côte,160,Grand Est
Albestroff,637,Grand Est
Algrange,6157,Grand Est
Alsting,2558,Grand Est
Altrippe,379,Grand Est
Altviller,573,Grand Est
Alzing,400,Grand Est
Amanvillers,2110,Grand Est
Amelécourt,134,Grand Est
Amnéville,10739,Grand Est
Ancerville,306,Grand Est
Ancy-Dornot,1538,Grand Est
Angevillers,1292,Grand Est
Antilly,188,Grand Est
Anzeling,518,Grand Est
Apach,1090,Grand Est
Arraincourt,126,Grand Est
Argancy,1376,Grand Est
Arriance,219,Grand Est
Arry,565,Grand Est
Ars-Laquenexy,947,Grand Est
Ars-sur-Moselle,4743,Grand Est
Arzviller,554,Grand Est
Aspach,36,Grand Est
Assenoncourt,118,Grand Est
Attilloncourt,103,Grand Est
Aube,272,Grand Est
Audun-le-Tiche,7172,Grand Est
Augny,2193,Grand Est
Aulnois-sur-Seille,291,Grand Est
Aumetz,2399,Grand Est
Avricourt,594,Grand Est
Ay-sur-Moselle,1536,Grand Est
Azoudange,130,Grand Est
Bacourt,110,Grand Est
Baerenthal,769,Grand Est
Bambiderstroff,1058,Grand Est
Bannay,74,Grand Est
Le Ban-Saint-Martin,4672,Grand Est
Barchain,113,Grand Est
Baronville,374,Grand Est
Barst,582,Grand Est
Bassing,112,Grand Est
Baudrecourt,185,Grand Est
Bazoncourt,541,Grand Est
Bébing,195,Grand Est
Béchy,610,Grand Est
Behren-lès-Forbach,6635,Grand Est
Bellange,55,Grand Est
Bénestroff,529,Grand Est
Béning-lès-Saint-Avold,1173,Grand Est
Berg-sur-Moselle,447,Grand Est
Bérig-Vintrange,224,Grand Est
Berling,264,Grand Est
Bermering,219,Grand Est
Berthelming,516,Grand Est
Bertrange,2868,Grand Est
Berviller-en-Moselle,465,Grand Est
Bettange,249,Grand Est
Bettborn,385,Grand Est
Bettelainville,631,Grand Est
Betting,879,Grand Est
Bettviller,837,Grand Est
Beux,297,Grand Est
Beyren-lès-Sierck,528,Grand Est
Bezange-la-Petite,100,Grand Est
Bibiche,457,Grand Est
Bickenholtz,83,Grand Est
Bidestroff,133,Grand Est
Biding,341,Grand Est
Bining,1217,Grand Est
Bioncourt,303,Grand Est
Bionville-sur-Nied,388,Grand Est
Belles-Forêts,237,Grand Est
Bisten-en-Lorraine,255,Grand Est
Bistroff,317,Grand Est
Bitche,5056,Grand Est
Blanche-Église,112,Grand Est
Bliesbruck,1029,Grand Est
Blies-Ébersing,624,Grand Est
Blies-Guersviller,662,Grand Est
Boucheporn,586,Grand Est
Boulange,2516,Grand Est
Boulay-Moselle,5635,Grand Est
Bourgaltroff,249,Grand Est
Bourdonnay,241,Grand Est
Bourscheid,181,Grand Est
Bousbach,1251,Grand Est
Bousse,3258,Grand Est
Bousseviller,124,Grand Est
Boust,1183,Grand Est
Boustroff,152,Grand Est
Bouzonville,4001,Grand Est
Bréhain,106,Grand Est
Breidenbach,318,Grand Est
Breistroff-la-Grande,804,Grand Est
Brettnach,427,Grand Est
Bronvaux,521,Grand Est
Brouck,83,Grand Est
Brouderdorff,990,Grand Est
Brouviller,452,Grand Est
Brulange,102,Grand Est
Buchy,94,Grand Est
Buding,596,Grand Est
Budling,171,Grand Est
Buhl-Lorraine,1232,Grand Est
Burlioncourt,121,Grand Est
Burtoncourt,225,Grand Est
Cappel,689,Grand Est
Carling,3456,Grand Est
Cattenom,2653,Grand Est
Chailly-lès-Ennery,432,Grand Est
Chambrey,331,Grand Est
Chanville,149,Grand Est
Charleville-sous-Bois,317,Grand Est
Charly-Oradour,757,Grand Est
Château-Bréhain,75,Grand Est
Château-Rouge,307,Grand Est
Château-Salins,2542,Grand Est
Château-Voué,93,Grand Est
Châtel-Saint-Germain,2105,Grand Est
Chémery-les-Deux,590,Grand Est
Cheminot,821,Grand Est
Chenois,85,Grand Est
Chérisey,290,Grand Est
Chesny,581,Grand Est
Chicourt,89,Grand Est
Chieulles,432,Grand Est
Clouange,3401,Grand Est
Cocheren,3396,Grand Est
Coincy,330,Grand Est
Coin-lès-Cuvry,823,Grand Est
Coin-sur-Seille,351,Grand Est
Colligny-Maizery,579,Grand Est
Colmen,206,Grand Est
Condé-Northen,701,Grand Est
Conthil,149,Grand Est
Contz-les-Bains,522,Grand Est
Corny-sur-Moselle,2206,Grand Est
Coume,639,Grand Est
Courcelles-Chaussy,3286,Grand Est
Courcelles-sur-Nied,1181,Grand Est
Craincourt,245,Grand Est
Créhange,3909,Grand Est
Creutzwald,12975,Grand Est
Cutting,106,Grand Est
Cuvry,918,Grand Est
Dabo,2430,Grand Est
Dalem,704,Grand Est
Dalhain,106,Grand Est
Dalstein,382,Grand Est
Danne-et-Quatre-Vents,692,Grand Est
Dannelbourg,512,Grand Est
Delme,1164,Grand Est
Denting,285,Grand Est
Desseling,104,Grand Est
Destry,102,Grand Est
Diane-Capelle,231,Grand Est
Diebling,1714,Grand Est
Dieuze,3004,Grand Est
Diffembach-lès-Hellimer,355,Grand Est
Distroff,1863,Grand Est
Dolving,351,Grand Est
Domnom-lès-Dieuze,86,Grand Est
Donjeux,96,Grand Est
Donnelay,191,Grand Est
Ébersviller,967,Grand Est
Éblange,370,Grand Est
Éguelshardt,528,Grand Est
Eincheville,227,Grand Est
Elvange,420,Grand Est
Elzange,710,Grand Est
Enchenberg,1250,Grand Est
Ennery,2256,Grand Est
Entrange,1263,Grand Est
Epping,577,Grand Est
Erching,435,Grand Est
Ernestviller,518,Grand Est
Erstroff,195,Grand Est
Escherange,705,Grand Est
Les Étangs,407,Grand Est
Etting,732,Grand Est
Etzling,1172,Grand Est
Évrange,226,Grand Est
Failly,546,Grand Est
Falck,2553,Grand Est
Fameck,14997,Grand Est
Farébersviller,5453,Grand Est
Farschviller,1374,Grand Est
Faulquemont,5241,Grand Est
Fénétrange,683,Grand Est
Fèves,1215,Grand Est
Féy,740,Grand Est
Filstroff,785,Grand Est
Fixem,415,Grand Est
Flastroff,343,Grand Est
Fleisheim,147,Grand Est
Flétrange,910,Grand Est
Fleury,1309,Grand Est
Flévy,566,Grand Est
Flocourt,119,Grand Est
Florange,12040,Grand Est
Folkling,1393,Grand Est
Folschviller,4019,Grand Est
Fonteny,142,Grand Est
Fontoy,3173,Grand Est
Forbach,21797,Grand Est
Fossieux,196,Grand Est
Foulcrey,155,Grand Est
Fouligny,196,Grand Est
Foville,100,Grand Est
Francaltroff,790,Grand Est
Fraquelfing,87,Grand Est
Frauenberg,607,Grand Est
Freistroff,1051,Grand Est
Frémery,88,Grand Est
Frémestroff,311,Grand Est
Fresnes-en-Saulnois,199,Grand Est
Freybouse,438,Grand Est
Freyming-Merlebach,12952,Grand Est
Fribourg,173,Grand Est
Gandrange,3068,Grand Est
Garrebourg,504,Grand Est
Gavisse,579,Grand Est
Gelucourt,221,Grand Est
Gerbécourt,80,Grand Est
Givrycourt,88,Grand Est
Glatigny,266,Grand Est
Goetzenbruck,1505,Grand Est
Goin,346,Grand Est
Gomelange,484,Grand Est
Gondrexange,508,Grand Est
Gorze,1164,Grand Est
Gosselming,591,Grand Est
Gravelotte,825,Grand Est
Grémecey,105,Grand Est
Gréning,116,Grand Est
Grindorff-Bizing,326,Grand Est
Grosbliederstroff,3371,Grand Est
Gros-Réderching,1354,Grand Est
Grostenquin,665,Grand Est
Grundviller,673,Grand Est
Guebenhouse,410,Grand Est
Guébestroff,62,Grand Est
Guéblange-lès-Dieuze,149,Grand Est
Le Val-de-Guéblange,844,Grand Est
Guébling,124,Grand Est
Guénange,7661,Grand Est
Val-de-Bride,568,Grand Est
Guenviller,695,Grand Est
Guermange,92,Grand Est
Guerstling,394,Grand Est
Guerting,878,Grand Est
Guessling-Hémering,930,Grand Est
Guinglange,339,Grand Est
Guinkirchen,152,Grand Est
Guinzeling,65,Grand Est
Guntzviller,382,Grand Est
Haboudange,240,Grand Est
Hagen,358,Grand Est
Hagondange,9437,Grand Est
Hallering,118,Grand Est
Halstroff,313,Grand Est
Basse-Ham,2265,Grand Est
Ham-sous-Varsberg,2902,Grand Est
Hambach,2930,Grand Est
Hampont,178,Grand Est
Hangviller,267,Grand Est
Hannocourt,19,Grand Est
Han-sur-Nied,263,Grand Est
Hanviller,202,Grand Est
Haraucourt-sur-Seille,106,Grand Est
Hargarten-aux-Mines,1115,Grand Est
Harprich,190,Grand Est
Harreberg,384,Grand Est
Hartzviller,943,Grand Est
Haselbourg,324,Grand Est
Haspelschiedt,315,Grand Est
Hattigny,190,Grand Est
Hauconcourt,605,Grand Est
Haut-Clocher,364,Grand Est
Havange,457,Grand Est
Hayange,16186,Grand Est
Hayes,256,Grand Est
Hazembourg,154,Grand Est
Heining-lès-Bouzonville,490,Grand Est
Hellering-lès-Fénétrange,197,Grand Est
Hellimer,528,Grand Est
Helstroff,500,Grand Est
Hémilly,145,Grand Est
Héming,501,Grand Est
Henridorff,730,Grand Est
Henriville,766,Grand Est
Hérange,108,Grand Est
Hermelange,221,Grand Est
Herny,531,Grand Est
Hertzing,185,Grand Est
Hesse,580,Grand Est
Hestroff,480,Grand Est
Hettange-Grande,7921,Grand Est
Hilbesheim,638,Grand Est
Hilsprich,841,Grand Est
Hinckange,340,Grand Est
Holacourt,91,Grand Est
